SaleID,SalesDate,ProductID,StoreID,CustomerId,quantity,DiscountPercent,TotalSaleAmount,TotalCostPrice
SL001468,03-Sep-25,P00213,S0013,C00184,10,25,254767.5,245050
SL000867,27-Sep-25,P00213,S0004,C00546,6,25,152860.5,147030
SL003606,24-Oct-25,P00214,S0072,C00784,1,0,103089,84858
SL002108,12-Feb-25,P00214,S0002,C00286,9,10,835020.9,763722
SL001251,17-Aug-25,P00214,S0044,C00411,6,10,556680.6,509148
SL001048,15-Jan-25,P00214,S0015,C00047,2,25,154633.5,169716
SL002680,28-Oct-24,P00214,S0033,C00881,9,25,695850.75,763722
SL004804,19-Apr-21,P00214,S0089,C00714,2,15,175251.3,169716
SL001381,04-Dec-22,P00215,S0085,C00234,9,0,891981,775044
SL001757,20-May-24,P00215,S0008,C00661,6,0,594654,516696
SL004134,07-Oct-20,P00215,S0093,C00604,7,0,693763,602812
SL000249,11-Dec-24,P00215,S0086,C00690,5,5,470767.75,430580
SL001467,28-Jan-26,P00216,S0073,C00694,7,0,948213,788634
SL004565,05-Feb-26,P00216,S0010,C00380,9,10,1097217.9,1013958
SL002754,20-Dec-23,P00217,S0096,C00363,6,0,927954,669264
SL002746,18-Oct-23,P00217,S0042,C00257,10,0,1546590,1115440
SL001292,15-Feb-24,P00217,S0092,C00526,5,5,734630.25,557720
SL000461,28-Mar-26,P00217,S0092,C00961,3,10,417579.3,334632
SL003326,16-Nov-22,P00217,S0040,C00452,4,20,494908.8,446176
SL002807,01-Feb-23,P00217,S0029,C00661,8,20,989817.6,892352
SL003253,02-Mar-23,P00217,S0096,C00327,3,0,463977,334632
SL001216,16-Aug-25,P00218,S0035,C00705,7,0,349153,299474
SL004953,24-Dec-25,P00218,S0075,C00181,9,0,448911,385038
SL002118,03-Dec-24,P00218,S0032,C00914,8,5,379080.4,342256
SL000689,22-Jan-22,P00218,S0001,C00269,5,10,224455.5,213910
SL000105,23-Jul-24,P00218,S0057,C00640,8,20,319225.6,342256
SL003697,19-Aug-24,P00219,S0052,C00438,1,0,92359,66756
SL003598,13-Sep-24,P00219,S0015,C00868,7,0,646513,467292
SL004612,09-Jul-24,P00219,S0086,C00431,8,0,738872,534048
SL004056,02-Feb-26,P00219,S0019,C00154,2,0,184718,133512
SL004815,03-Aug-25,P00219,S0055,C00671,6,10,498738.6,400536
SL000637,04-Jul-23,P00220,S0028,C00397,10,5,504440.5,370380
SL004772,13-Jun-20,P00220,S0005,C00781,8,10,382312.8,296304
SL003202,14-Mar-24,P00220,S0020,C00050,2,0,106198,74076
SL003572,23-Aug-23,P00220,S0017,C00704,3,0,159297,111114
SL003405,24-Sep-25,P00221,S0078,C00065,9,25,95303.25,108738
SL004817,05-Jun-25,P00221,S0040,C00747,3,15,36003.45,36246
SL001712,17-Jul-22,P00221,S0064,C00675,9,0,127071,108738
SL000346,11-May-24,P00221,S0092,C00882,6,0,84714,72492
SL004993,25-May-25,P00221,S0015,C00651,10,5,134130.5,120820
SL004826,10-Jul-25,P00221,S0075,C00597,1,5,13413.05,12082
SL002429,26-Oct-22,P00222,S0080,C00084,9,10,232785.9,199350
SL002717,20-Jun-26,P00222,S0084,C00874,2,25,43108.5,44300
SL001250,21-Jun-26,P00223,S0022,C00791,7,10,660233.7,614110
SL003588,17-Jul-23,P00223,S0095,C00294,8,0,838392,701840
SL000631,21-May-26,P00224,S0053,C00736,1,0,111379,84724
SL000223,30-Nov-24,P00224,S0044,C00039,8,5,846480.4,677792
SL001014,04-Oct-25,P00224,S0062,C00237,3,20,267309.6,254172
SL003094,22-May-26,P00224,S0054,C00736,6,5,634860.3,508344
SL000134,02-Dec-23,P00224,S0045,C00632,3,0,334137,254172
SL002641,29-Sep-25,P00225,S0077,C00673,7,0,420063,326564
SL004387,03-Nov-20,P00225,S0082,C00536,10,5,570085.5,466520
SL004983,28-Dec-25,P00225,S0062,C00405,4,25,180027,186608
SL003330,02-Dec-23,P00227,S0048,C00293,1,5,17906.55,15059
SL000434,04-Jun-26,P00227,S0045,C00835,4,0,75396,60236
SL003704,13-Oct-22,P00227,S0058,C00065,9,0,169641,135531
SL001088,21-Mar-25,P00227,S0057,C00652,3,5,53719.65,45177
SL004647,13-Sep-25,P00227,S0029,C00604,1,5,17906.55,15059
SL002057,04-Sep-22,P00227,S0014,C00942,6,25,84820.5,90354
SL001806,05-May-25,P00228,S0001,C00336,10,25,43117.5,46150
SL001439,28-Nov-23,P00228,S0058,C00822,1,5,5461.55,4615
SL001247,04-Apr-23,P00228,S0022,C00895,4,10,20696.4,18460
SL004491,19-Jul-23,P00228,S0093,C00128,10,10,51741,46150
SL001930,18-May-24,P00228,S0018,C00850,6,10,31044.6,27690
SL003409,27-Mar-26,P00228,S0046,C00365,2,20,9198.4,9230
SL001293,28-Sep-25,P00228,S0078,C00525,5,0,28745,23075
SL003991,20-Mar-25,P00228,S0016,C00091,10,15,48866.5,46150
SL004182,11-May-24,P00229,S0094,C00433,4,0,137036,96020
SL002367,12-Aug-21,P00229,S0100,C00252,2,0,68518,48010
SL002225,19-Jun-26,P00229,S0074,C00384,1,25,25694.25,24005
SL003959,01-Jan-25,P00229,S0095,C00892,4,15,116480.6,96020
SL004007,17-Jul-24,P00230,S0096,C00043,1,0,18459,15651
SL001721,20-Jun-25,P00230,S0038,C00684,8,5,140288.4,125208
SL002223,19-Apr-20,P00230,S0015,C00103,3,5,52608.15,46953
SL001127,14-May-25,P00230,S0034,C00977,3,5,52608.15,46953
SL001746,31-Dec-24,P00230,S0011,C00472,9,10,149517.9,140859
SL003557,06-Aug-24,P00230,S0054,C00072,7,25,96909.75,109557
SL002863,03-Aug-21,P00231,S0039,C00448,2,5,56580.1,41434
SL004627,24-Sep-25,P00231,S0064,C00227,8,10,214408.8,165736
SL000895,12-Oct-23,P00231,S0027,C00729,9,0,268011,186453
SL002137,26-Jun-25,P00231,S0027,C00224,8,0,238232,165736
SL004495,06-May-26,P00231,S0031,C00477,1,10,26801.1,20717
SL000541,09-Nov-23,P00231,S0032,C00777,6,20,142939.2,124302
SL003160,30-Apr-25,P00231,S0061,C00227,10,15,253121.5,207170
SL000804,22-Oct-25,P00231,S0038,C00362,1,0,29779,20717
SL001999,04-Dec-25,P00232,S0033,C00791,2,15,56744.3,46602
SL002800,20-Apr-24,P00232,S0092,C00870,2,10,60082.2,46602
SL004580,28-May-26,P00232,S0092,C00887,4,0,133516,93204
SL000988,25-Sep-20,P00232,S0085,C00233,10,0,333790,233010
SL002888,01-Feb-22,P00232,S0072,C00017,9,0,300411,209709
SL004368,22-Jul-23,P00232,S0021,C00553,5,0,166895,116505
SL002321,16-Dec-25,P00232,S0090,C00266,8,10,240328.8,186408
SL002861,25-Dec-25,P00232,S0052,C00721,1,10,30041.1,23301
SL002035,17-Apr-26,P00232,S0038,C00608,1,25,25034.25,23301
SL004863,01-May-26,P00233,S0012,C00818,6,0,88434,70428
SL002666,10-Nov-25,P00233,S0008,C00273,1,0,14739,11738
SL000125,15-Sep-22,P00233,S0072,C00529,7,0,103173,82166
SL003735,22-Sep-23,P00233,S0092,C00569,6,10,79590.6,70428
SL003425,13-Mar-26,P00233,S0044,C00713,1,20,11791.2,11738
SL000980,25-Aug-24,P00233,S0039,C00515,3,20,35373.6,35214
SL000930,08-Feb-24,P00233,S0089,C00154,2,25,22108.5,23476
SL001148,18-Dec-24,P00234,S0069,C00667,7,25,33279.75,35322
SL001314,14-May-24,P00234,S0035,C00382,6,5,36132.3,30276
SL004543,27-Feb-24,P00234,S0007,C00317,5,10,28525.5,25230
SL001069,16-Jan-26,P00234,S0005,C00724,3,20,15213.6,15138
SL004450,22-Jul-22,P00234,S0025,C00893,7,20,35498.4,35322
SL002727,24-Jun-25,P00235,S0094,C00969,8,0,99272,71280
SL001620,04-Sep-21,P00235,S0061,C00340,1,0,12409,8910
SL000264,05-Nov-25,P00235,S0073,C00214,8,0,99272,71280
SL000296,12-Oct-25,P00235,S0029,C00159,5,0,62045,44550
SL002674,11-Apr-23,P00235,S0052,C00387,5,10,55840.5,44550
SL004081,15-Aug-24,P00235,S0094,C00416,2,20,19854.4,17820
SL000026,02-Apr-24,P00236,S0040,C00790,4,5,54070.2,41816
SL001553,25-May-26,P00236,S0067,C00158,5,10,64030.5,52270
SL001275,07-Apr-26,P00236,S0052,C00967,7,10,89642.7,73178
SL002760,30-Mar-25,P00236,S0036,C00414,9,20,102448.8,94086
SL000124,17-Oct-25,P00236,S0079,C00132,6,25,64030.5,62724
SL003932,11-Feb-26,P00236,S0009,C00778,9,25,96045.75,94086
SL000630,19-May-26,P00237,S0091,C00743,9,10,85122.9,66996
SL002835,21-Mar-23,P00237,S0053,C00352,4,0,42036,29776
SL003272,19-Apr-26,P00237,S0009,C00770,4,10,37832.4,29776
SL004318,11-May-26,P00237,S0057,C00318,10,20,84072,74440
SL000976,12-Apr-23,P00238,S0045,C00857,4,20,102652.8,88988
SL001020,08-May-25,P00238,S0090,C00163,10,0,320790,222470
SL001415,08-Mar-26,P00238,S0050,C00309,3,10,86613.3,66741
SL000339,04-May-26,P00238,S0007,C00473,1,20,25663.2,22247
SL002846,30-May-24,P00238,S0033,C00242,8,20,205305.6,177976
SL002439,04-May-26,P00238,S0083,C00842,1,0,32079,22247
SL001507,15-Mar-20,P00239,S0071,C00422,7,0,143493,114555
SL003273,05-Mar-20,P00239,S0070,C00355,9,0,184491,147285
SL000928,21-Dec-24,P00239,S0055,C00227,2,5,38948.1,32730
SL004536,19-Sep-25,P00239,S0021,C00630,1,10,18449.1,16365
SL003941,24-Jun-25,P00239,S0099,C00212,7,20,114794.4,114555
SL001304,03-Jul-24,P00240,S0064,C00746,9,10,216342.9,180882
SL002205,19-Aug-24,P00240,S0051,C00898,7,0,186963,140686
SL002690,03-Feb-25,P00240,S0018,C00840,9,5,228361.95,180882
SL002832,30-Aug-23,P00240,S0046,C00175,4,10,96152.4,80392
SL002610,19-Mar-24,P00240,S0100,C00419,7,25,140222.25,140686
SL002702,13-Jul-22,P00241,S0050,C00772,3,15,64614.45,65235
SL004766,29-Apr-24,P00241,S0028,C00641,9,0,228051,195705
SL004297,14-Jan-26,P00241,S0078,C00158,4,0,101356,86980
SL001680,10-Jan-26,P00241,S0067,C00063,2,10,45610.2,43490
SL000444,28-Sep-24,P00241,S0072,C00607,10,20,202712,217450
SL000597,13-Feb-24,P00241,S0001,C00108,6,25,114025.5,130470
SL002131,30-Mar-24,P00241,S0050,C00695,10,0,253390,217450
SL004559,29-May-25,P00242,S0038,C00582,2,0,39898,30788
SL002119,19-Sep-23,P00242,S0020,C00280,5,10,89770.5,76970
SL003427,20-Mar-25,P00242,S0017,C00003,4,10,71816.4,61576
SL000243,14-Dec-25,P00242,S0068,C00176,3,20,47877.6,46182
SL000535,30-Jan-25,P00242,S0039,C00206,1,25,14961.75,15394
SL002505,09-Feb-23,P00243,S0030,C00328,10,0,216590,182880
SL002328,21-Sep-25,P00243,S0044,C00318,10,5,205760.5,182880
SL000556,12-Mar-26,P00243,S0099,C00319,2,10,38986.2,36576
SL000785,15-Aug-23,P00243,S0027,C00862,8,10,155944.8,146304
SL002345,06-Jan-25,P00243,S0072,C00412,1,10,19493.1,18288
SL001962,21-Jun-26,P00243,S0092,C00888,8,20,138617.6,146304
SL004542,01-Jun-22,P00243,S0032,C00748,3,20,51981.6,54864
SL004139,20-Apr-26,P00243,S0053,C00289,3,25,48732.75,54864
SL002270,17-Sep-24,P00243,S0033,C00509,7,15,128871.05,128016
SL001639,29-Jun-26,P00244,S0064,C00296,3,0,94557,71196
SL004598,17-Feb-24,P00244,S0035,C00472,5,5,149715.25,118660
SL003505,30-Jan-26,P00244,S0066,C00603,2,5,59886.1,47464
SL003146,17-Dec-24,P00244,S0013,C00840,1,5,29943.05,23732
SL002812,22-Jun-24,P00245,S0069,C00904,7,0,172613,147966
SL000758,11-Jun-22,P00245,S0037,C00957,6,0,147954,126828
SL003463,12-Aug-20,P00245,S0024,C00152,1,0,24659,21138
SL001112,15-Jan-25,P00245,S0098,C00616,9,0,221931,190242
SL004706,18-Mar-21,P00245,S0087,C00752,8,0,197272,169104
SL000643,14-Feb-22,P00245,S0016,C00521,5,0,123295,105690
SL001196,10-Jun-26,P00245,S0042,C00295,1,5,23426.05,21138
SL000926,19-Apr-24,P00245,S0044,C00212,7,10,155351.7,147966
SL003022,08-Apr-25,P00245,S0067,C00762,6,15,125760.9,126828
SL000891,13-Jun-26,P00246,S0095,C00383,10,0,82790,59960
SL000049,17-Dec-25,P00246,S0059,C00077,9,0,74511,53964
SL002843,20-Sep-25,P00246,S0098,C00920,4,0,33116,23984
SL001546,17-May-25,P00246,S0080,C00217,2,5,15730.1,11992
SL002080,16-Mar-22,P00246,S0063,C00721,4,5,31460.2,23984
SL004628,25-Jul-25,P00246,S0097,C00832,1,5,7865.05,5996
SL001297,14-Apr-26,P00246,S0041,C00579,9,10,67059.9,53964
SL001277,27-Nov-22,P00246,S0064,C00498,6,15,42222.9,35976
SL001276,23-Jul-24,P00247,S0079,C00173,8,15,166321.2,142384
SL000654,20-Jun-26,P00247,S0086,C00153,2,5,46472.1,35596
SL000583,02-Apr-26,P00247,S0043,C00210,7,10,154091.7,124586
SL003623,26-Aug-24,P00248,S0018,C00584,4,15,101792.6,98228
SL001736,22-Jun-22,P00248,S0098,C00628,4,20,95804.8,98228
SL004756,06-Jun-25,P00248,S0032,C00412,7,25,157179.75,171899
SL001078,14-Sep-25,P00248,S0020,C00016,5,15,127240.75,122785
SL003618,13-Feb-25,P00248,S0086,C00433,9,15,229033.35,221013
SL001418,18-Jun-25,P00248,S0048,C00778,3,10,80835.3,73671
SL004011,26-Jun-23,P00249,S0027,C00943,1,0,3699,2886
SL000786,01-Jun-21,P00249,S0079,C00316,10,5,35140.5,28860
SL001057,13-Sep-23,P00249,S0056,C00063,4,10,13316.4,11544
SL003099,04-Jul-25,P00249,S0071,C00236,9,25,24968.25,25974
SL004303,23-Jul-25,P00250,S0023,C00305,3,15,52476.45,46698
SL002353,20-Oct-25,P00250,S0023,C00154,6,0,123474,93396
SL001281,31-Dec-22,P00250,S0088,C00932,8,0,164632,124528
SL001630,03-Dec-25,P00250,S0011,C00756,5,5,97750.25,77830
SL002649,01-Jun-25,P00250,S0009,C00698,2,5,39100.1,31132
SL002779,27-Jun-26,P00251,S0078,C00155,9,20,2440.8,2115
SL000306,15-Nov-20,P00251,S0085,C00152,1,5,322.05,235
SL002153,23-Oct-24,P00251,S0074,C00448,5,10,1525.5,1175
SL004776,11-Oct-24,P00251,S0024,C00622,4,10,1220.4,940
SL004039,03-Jan-25,P00251,S0038,C00664,2,5,644.1,470
SL002822,24-Apr-22,P00251,S0003,C00680,8,0,2712,1880
SL004893,11-Dec-23,P00251,S0083,C00052,3,20,813.6,705
SL002540,08-May-22,P00251,S0089,C00714,8,25,2034,1880
SL002698,13-Dec-25,P00251,S0003,C00282,4,15,1152.6,940
SL000731,20-May-26,P00251,S0044,C00566,7,15,2017.05,1645
SL004575,30-May-25,P00251,S0033,C00219,4,15,1152.6,940
SL004908,30-May-25,P00252,S0100,C00849,8,15,18557.2,15504
SL001378,01-Jul-25,P00252,S0077,C00169,3,0,8187,5814
SL001383,07-Mar-24,P00252,S0009,C00575,2,5,5185.1,3876
SL001241,09-Mar-25,P00252,S0007,C00917,4,5,10370.2,7752
SL003468,19-Jan-26,P00252,S0072,C00887,9,20,19648.8,17442
SL003694,12-Jul-21,P00252,S0013,C00644,4,15,9278.6,7752
SL002758,27-Sep-25,P00253,S0075,C00945,4,0,10796,9184
SL002216,14-Dec-25,P00253,S0006,C00833,8,0,21592,18368
SL004509,26-Aug-24,P00253,S0030,C00872,3,10,7287.3,6888
SL001154,10-Aug-20,P00253,S0018,C00406,2,20,4318.4,4592
SL001352,24-Mar-26,P00253,S0031,C00130,9,15,20647.35,20664
SL000285,15-May-21,P00253,S0061,C00374,5,15,11470.75,11480
SL001997,15-May-20,P00254,S0031,C00738,8,5,7516.4,6704
SL004619,24-Oct-24,P00254,S0067,C00373,10,20,7912,8380
SL002432,02-Sep-23,P00255,S0052,C00121,2,5,1765.1,1508
SL003269,23-Feb-25,P00255,S0047,C00152,5,10,4180.5,3770
SL000542,11-Feb-23,P00255,S0056,C00606,8,20,5945.6,6032
SL002705,08-Sep-21,P00255,S0042,C00453,7,20,5202.4,5278
SL001133,28-Jun-26,P00255,S0052,C00766,5,25,3483.75,3770
SL001142,23-Oct-23,P00256,S0076,C00735,9,0,9621,6984
SL002811,12-Nov-25,P00256,S0053,C00567,2,0,2138,1552
SL004299,25-Dec-25,P00256,S0084,C00766,10,5,10155.5,7760
SL004555,05-Sep-22,P00256,S0040,C00792,6,5,6093.3,4656
SL002455,24-May-26,P00256,S0083,C00080,8,20,6841.6,6208
SL003879,24-Apr-26,P00256,S0082,C00689,8,20,6841.6,6208
SL000952,07-Oct-25,P00256,S0077,C00528,1,20,855.2,776
SL003760,15-Mar-26,P00257,S0077,C00305,7,25,17792.25,17213
SL000120,13-Oct-20,P00257,S0061,C00767,7,0,23723,17213
SL003520,19-Feb-23,P00257,S0001,C00021,4,0,13556,9836
SL004944,09-May-22,P00257,S0076,C00538,7,20,18978.4,17213
SL002578,18-May-26,P00258,S0044,C00113,4,0,9156,7804
SL004577,05-Apr-23,P00258,S0096,C00116,4,5,8698.2,7804
SL002928,10-Jun-26,P00259,S0099,C00669,2,25,718.5,760
SL001854,21-Jun-21,P00259,S0018,C00335,10,25,3592.5,3800
SL002045,16-May-26,P00259,S0016,C00487,8,20,3065.6,3040
SL003415,16-Sep-25,P00259,S0098,C00953,3,0,1437,1140
SL004379,06-Jun-24,P00259,S0045,C00829,10,0,4790,3800
SL000122,08-Jan-25,P00259,S0065,C00314,5,0,2395,1900
SL003953,04-Dec-21,P00259,S0065,C00605,10,10,4311,3800
SL003179,21-Jun-26,P00259,S0079,C00466,10,20,3832,3800
SL000798,28-Mar-24,P00260,S0043,C00280,4,20,1148.8,1216
SL000460,03-Feb-26,P00260,S0045,C00335,4,0,1436,1216
SL003976,22-Jan-26,P00260,S0052,C00391,1,20,287.2,304
SL003366,26-Sep-23,P00260,S0029,C00881,5,20,1436,1520
SL000448,05-Jul-22,P00260,S0079,C00219,7,0,2513,2128
SL003334,06-Sep-20,P00261,S0062,C00259,7,0,19733,15582
SL000702,04-Aug-23,P00261,S0022,C00374,7,10,17759.7,15582
SL000451,08-Jun-26,P00261,S0047,C00523,7,10,17759.7,15582
SL002722,10-Aug-25,P00261,S0056,C00890,9,15,21565.35,20034
SL002433,02-Jul-24,P00262,S0031,C00280,4,5,12764.2,9964
SL001493,05-Apr-23,P00262,S0037,C00443,6,0,20154,14946
SL002088,17-Sep-20,P00262,S0032,C00338,3,10,9069.3,7473
SL002804,16-Mar-23,P00262,S0082,C00293,5,15,14275.75,12455
SL002508,10-Aug-23,P00263,S0025,C00871,7,15,3088.05,2821
SL000452,25-Jun-26,P00263,S0092,C00980,6,0,3114,2418
SL000086,03-May-25,P00263,S0022,C00862,9,20,3736.8,3627
SL000883,15-Aug-21,P00263,S0034,C00087,7,10,3269.7,2821
SL003665,21-Jun-26,P00263,S0064,C00837,5,25,1946.25,2015
SL000997,04-Apr-25,P00263,S0012,C00497,1,10,467.1,403
SL003832,12-Dec-25,P00264,S0060,C00337,1,0,999,856
SL003820,24-Sep-25,P00264,S0049,C00761,10,0,9990,8560
SL001106,28-May-23,P00264,S0059,C00085,6,5,5694.3,5136
SL003501,26-Sep-22,P00264,S0034,C00789,5,5,4745.25,4280
SL004135,04-Aug-25,P00265,S0058,C00967,4,15,3430.6,3200
SL002282,20-Mar-24,P00265,S0050,C00652,10,5,9585.5,8000
SL001741,16-Feb-21,P00265,S0100,C00315,6,20,4843.2,4800
SL001881,23-Apr-26,P00265,S0002,C00802,5,25,3783.75,4000
SL003368,15-Aug-25,P00265,S0009,C00766,10,15,8576.5,8000
SL002944,28-Nov-24,P00265,S0088,C00022,6,15,5145.9,4800
SL004512,08-Feb-25,P00266,S0062,C00304,2,20,3326.4,3070
SL005000,07-May-26,P00266,S0045,C00203,6,5,11850.3,9210
SL000831,13-Jul-24,P00266,S0007,C00740,2,5,3950.1,3070
SL000145,28-Mar-24,P00266,S0014,C00382,4,10,7484.4,6140
SL001611,01-Jun-26,P00266,S0064,C00724,7,20,11642.4,10745
SL004218,03-Oct-25,P00266,S0095,C00471,9,0,18711,13815
SL002075,30-Sep-25,P00266,S0082,C00668,1,25,1559.25,1535
SL003148,15-Aug-24,P00267,S0045,C00696,9,0,6381,4833
SL003130,07-Jan-25,P00267,S0085,C00237,4,5,2694.2,2148
SL004006,14-Jun-25,P00267,S0058,C00325,7,5,4714.85,3759
SL000611,24-Jan-26,P00267,S0014,C00495,9,20,5104.8,4833
SL004177,08-Jul-24,P00268,S0059,C00854,6,5,5466.3,4590
SL002049,06-Feb-25,P00268,S0086,C00253,2,0,1918,1530
SL001878,19-Feb-21,P00268,S0015,C00932,10,5,9110.5,7650
SL001380,20-Feb-24,P00268,S0076,C00543,4,5,3644.2,3060
SL004695,19-Apr-26,P00268,S0023,C00409,10,10,8631,7650
SL004332,09-Dec-25,P00268,S0093,C00815,1,20,767.2,765
SL002086,27-Oct-25,P00268,S0078,C00762,6,25,4315.5,4590
SL003447,24-Jul-23,P00269,S0007,C00374,2,10,3760.2,3510
SL004328,21-Aug-24,P00269,S0069,C00049,8,20,13369.6,14040
SL000146,15-Sep-20,P00269,S0088,C00138,2,0,4178,3510
SL001582,12-Nov-24,P00269,S0087,C00731,7,25,10967.25,12285
SL002609,19-May-21,P00269,S0081,C00958,5,5,9922.75,8775
SL000832,08-Feb-24,P00270,S0064,C00202,1,5,1984.55,1495
SL001499,22-Apr-23,P00270,S0049,C00192,6,10,11280.6,8970
SL003113,12-Jan-25,P00270,S0026,C00682,1,20,1671.2,1495
SL001319,05-Jul-23,P00270,S0032,C00128,4,25,6267,5980
SL001722,26-Jan-25,P00270,S0057,C00920,9,15,15980.85,13455
SL001911,28-May-23,P00270,S0099,C00124,1,25,1566.75,1495
SL000898,26-Oct-24,P00270,S0014,C00024,10,0,20890,14950
SL001907,28-Sep-25,P00270,S0053,C00468,2,0,4178,2990
SL003558,07-Oct-24,P00270,S0060,C00606,9,5,17860.95,13455
SL001435,05-May-24,P00270,S0070,C00986,8,5,15876.4,11960
SL002839,28-May-26,P00271,S0092,C00736,8,0,15112,13056
SL002963,12-Apr-26,P00271,S0031,C00331,5,20,7556,8160
SL001963,10-Feb-25,P00271,S0055,C00052,3,20,4533.6,4896
SL003737,30-Oct-25,P00271,S0080,C00498,1,25,1416.75,1632
SL001972,09-Jul-20,P00271,S0047,C00031,6,25,8500.5,9792
SL004814,01-Mar-23,P00272,S0060,C00126,3,0,7767,6423
SL000044,13-May-24,P00272,S0059,C00809,6,0,15534,12846
SL000413,11-Jun-25,P00272,S0054,C00471,6,0,15534,12846
SL000861,04-May-26,P00272,S0091,C00579,9,10,20970.9,19269
SL000712,08-Apr-24,P00272,S0037,C00545,3,25,5825.25,6423
SL004291,05-Jan-25,P00273,S0030,C00994,5,5,3510.25,2820
SL002324,19-Apr-23,P00273,S0021,C00942,2,5,1404.1,1128
SL004835,14-Jan-24,P00273,S0074,C00637,9,10,5985.9,5076
SL002721,01-Feb-26,P00273,S0095,C00577,3,20,1773.6,1692
SL002868,26-Jan-21,P00273,S0075,C00965,7,15,4397.05,3948
SL000963,13-Apr-25,P00274,S0070,C00970,9,10,7443.9,6174
SL004237,18-Apr-21,P00274,S0090,C00545,4,10,3308.4,2744
SL003996,19-Jan-26,P00274,S0096,C00289,4,15,3124.6,2744
SL002076,13-Sep-24,P00274,S0022,C00994,9,25,6203.25,6174
SL000407,16-May-24,P00275,S0062,C00013,10,10,10251,8280
SL001871,15-Aug-25,P00275,S0045,C00564,2,10,2050.2,1656
SL004926,15-Aug-25,P00275,S0068,C00028,2,0,2278,1656
SL001804,08-Mar-26,P00275,S0009,C00414,10,5,10820.5,8280
SL000640,15-May-21,P00275,S0084,C00514,2,10,2050.2,1656
SL001673,03-Jul-22,P00276,S0059,C00553,6,0,46854,38364
SL002833,07-Oct-25,P00276,S0092,C00747,7,0,54663,44758
SL002859,06-Aug-21,P00276,S0054,C00390,3,15,19912.95,19182
SL000234,08-Oct-21,P00277,S0071,C00479,7,5,39627.35,34118
SL000485,04-May-26,P00277,S0073,C00184,7,0,41713,34118
SL003882,27-Mar-24,P00277,S0086,C00275,5,5,28305.25,24370
SL001004,14-Sep-22,P00277,S0063,C00720,2,10,10726.2,9748
SL002092,22-Sep-24,P00277,S0087,C00961,4,10,21452.4,19496
SL001164,27-Jun-22,P00277,S0022,C00594,6,10,32178.6,29244
SL000350,30-Jun-26,P00277,S0069,C00296,2,25,8938.5,9748
SL002250,01-Jun-26,P00277,S0034,C00080,10,15,50651.5,48740
SL001773,14-Jul-21,P00277,S0042,C00619,8,15,40521.2,38992
SL001974,30-May-25,P00278,S0080,C00768,1,0,7479,5172
SL004637,27-Sep-25,P00278,S0067,C00444,7,0,52353,36204
SL000239,16-Jan-25,P00278,S0096,C00465,10,5,71050.5,51720
SL001394,06-May-21,P00278,S0066,C00607,8,20,47865.6,41376
SL003467,22-Dec-23,P00278,S0051,C00822,7,20,41882.4,36204
SL000748,10-Jun-24,P00278,S0023,C00103,3,25,16827.75,15516
SL002485,22-May-26,P00278,S0090,C00121,2,25,11218.5,10344
SL001869,12-Nov-24,P00279,S0035,C00143,9,0,55341,43380
SL000225,21-Mar-22,P00279,S0056,C00033,1,0,6149,4820
SL000255,07-Jan-26,P00279,S0072,C00637,2,0,12298,9640
SL004120,29-Jun-26,P00279,S0081,C00587,5,5,29207.75,24100
SL004023,24-Apr-26,P00279,S0076,C00362,4,10,22136.4,19280
SL002286,24-Mar-26,P00279,S0081,C00277,4,25,18447,19280
SL002957,22-Sep-24,P00280,S0057,C00232,1,25,7034.25,7651
SL003138,02-May-24,P00280,S0036,C00252,7,0,65653,53557
SL002718,13-Jun-26,P00280,S0050,C00228,1,20,7503.2,7651
SL002893,26-Jun-21,P00280,S0073,C00879,10,20,75032,76510
SL000923,28-Mar-25,P00280,S0047,C00543,6,0,56274,45906
SL004736,16-Jan-26,P00281,S0034,C00841,7,10,11522.7,9380
SL002709,29-Apr-26,P00281,S0010,C00707,2,20,2926.4,2680
SL000531,16-Oct-21,P00281,S0086,C00077,8,25,10974,10720
SL001859,14-Jul-25,P00281,S0002,C00210,7,25,9602.25,9380
SL000573,25-Nov-25,P00281,S0030,C00597,6,0,10974,8040
SL004226,28-Jul-24,P00281,S0069,C00016,7,0,12803,9380
SL000516,08-Jan-26,P00281,S0012,C00118,7,0,12803,9380
SL002701,15-Dec-25,P00281,S0026,C00902,5,0,9145,6700
SL000645,11-Dec-23,P00282,S0028,C00585,5,10,36400.5,33755
SL002156,26-Dec-25,P00282,S0074,C00781,4,0,32356,27004
SL001899,25-Jun-24,P00282,S0072,C00052,10,0,80890,67510
SL002653,17-Jun-26,P00282,S0046,C00869,9,0,72801,60759
SL002486,28-May-25,P00282,S0033,C00003,2,5,15369.1,13502
SL001892,13-Nov-25,P00282,S0017,C00640,7,0,56623,47257
SL003550,09-Feb-22,P00282,S0033,C00551,6,15,41253.9,40506
SL001263,22-Nov-22,P00283,S0086,C00577,9,0,87201,71622
SL001178,25-Jul-23,P00283,S0041,C00877,5,10,43600.5,39790
SL003888,19-Apr-25,P00283,S0094,C00277,4,10,34880.4,31832
SL000933,09-Jul-25,P00283,S0013,C00447,4,10,34880.4,31832
SL001649,31-May-21,P00284,S0026,C00707,8,0,9512,7488
SL000953,25-Dec-21,P00284,S0046,C00005,4,0,4756,3744
SL002123,23-Mar-26,P00284,S0099,C00368,8,5,9036.4,7488
