InventoryID,Date,ProductID,StoreID,OpeningStock,PurchaseQty,SalesQty,ClosingStock
INV01296,06-06-2024,P00259,S0045,160,33,10,183
INV01297,04-12-2021,P00259,S0065,58,22,10,70
INV01298,08-01-2025,P00259,S0065,70,23,5,88
INV01299,21-06-2026,P00259,S0079,132,36,10,158
INV01300,16-09-2025,P00259,S0098,106,30,3,133
INV01301,10-06-2026,P00259,S0099,88,23,2,109
INV01302,26-09-2023,P00260,S0029,106,4,5,105
INV01303,28-03-2024,P00260,S0043,127,22,4,145
INV01304,03-02-2026,P00260,S0045,90,39,4,125
INV01305,22-01-2026,P00260,S0052,141,16,1,156
INV01306,05-07-2022,P00260,S0079,68,10,7,71
INV01307,04-08-2023,P00261,S0022,83,32,7,108
INV01308,08-06-2026,P00261,S0047,117,37,7,147
INV01309,10-08-2025,P00261,S0056,95,24,9,110
INV01310,06-09-2020,P00261,S0062,79,40,7,112
INV01311,02-07-2024,P00262,S0031,94,9,4,99
INV01312,17-09-2020,P00262,S0032,96,22,3,115
INV01313,05-04-2023,P00262,S0037,115,28,6,137
INV01314,16-03-2023,P00262,S0082,65,27,5,87
INV01315,04-04-2025,P00263,S0012,55,26,1,80
INV01316,03-05-2025,P00263,S0022,29,18,9,38
INV01317,10-08-2023,P00263,S0025,30,27,7,50
INV01318,15-08-2021,P00263,S0034,104,5,7,102
INV01319,21-06-2026,P00263,S0064,93,15,5,103
INV01320,25-06-2026,P00263,S0092,108,15,6,117
INV01321,26-09-2022,P00264,S0034,146,17,5,158
INV01322,24-09-2025,P00264,S0049,43,18,10,51
INV01323,28-05-2023,P00264,S0059,93,32,6,119
INV01324,12-12-2025,P00264,S0060,83,35,1,117
INV01325,23-04-2026,P00265,S0002,134,14,5,143
INV01326,15-08-2025,P00265,S0009,84,40,10,114
INV01327,20-03-2024,P00265,S0050,134,27,10,151
INV01328,04-08-2025,P00265,S0058,143,22,4,161
INV01329,28-11-2024,P00265,S0088,60,1,6,55
INV01330,16-02-2021,P00265,S0100,46,30,6,70
INV01331,13-07-2024,P00266,S0007,105,1,2,104
INV01332,28-03-2024,P00266,S0014,140,18,4,154
INV01333,07-05-2026,P00266,S0045,82,20,6,96
INV01334,08-02-2025,P00266,S0062,27,21,2,46
INV01335,01-06-2026,P00266,S0064,53,10,7,56
INV01336,30-09-2025,P00266,S0082,43,21,1,63
INV01337,03-10-2025,P00266,S0095,47,2,9,40
INV01338,24-01-2026,P00267,S0014,85,31,9,107
INV01339,15-08-2024,P00267,S0045,49,36,9,76
INV01340,14-06-2025,P00267,S0058,72,20,7,85
INV01341,07-01-2025,P00267,S0085,52,33,4,81
INV01342,19-02-2021,P00268,S0015,136,9,10,135
INV01343,19-04-2026,P00268,S0023,148,13,10,151
INV01344,08-07-2024,P00268,S0059,102,32,6,128
INV01345,20-02-2024,P00268,S0076,97,4,4,97
INV01346,27-10-2025,P00268,S0078,116,39,6,149
INV01347,06-02-2025,P00268,S0086,42,20,2,60
INV01348,09-12-2025,P00268,S0093,48,22,1,69
INV01349,24-07-2023,P00269,S0007,119,21,2,138
INV01350,21-08-2024,P00269,S0069,81,14,8,87
INV01351,19-05-2021,P00269,S0081,126,20,5,141
INV01352,12-11-2024,P00269,S0087,148,11,7,152
INV01353,15-09-2020,P00269,S0088,148,40,2,186
INV01354,26-10-2024,P00270,S0014,75,3,10,68
INV01355,12-01-2025,P00270,S0026,44,19,1,62
INV01356,05-07-2023,P00270,S0032,90,18,4,104
INV01357,22-04-2023,P00270,S0049,120,29,6,143
INV01358,28-09-2025,P00270,S0053,111,24,2,133
INV01359,26-01-2025,P00270,S0057,99,40,9,130
INV01360,07-10-2024,P00270,S0060,140,21,9,152
INV01361,08-02-2024,P00270,S0064,83,21,1,103
INV01362,05-05-2024,P00270,S0070,146,11,8,149
INV01363,28-05-2023,P00270,S0099,81,9,1,89
INV01364,12-04-2026,P00271,S0031,104,5,5,104
INV01365,09-07-2020,P00271,S0047,150,26,6,170
INV01366,10-02-2025,P00271,S0055,88,0,3,85
INV01367,30-10-2025,P00271,S0080,124,2,1,125
INV01368,28-05-2026,P00271,S0092,77,40,8,109
INV01369,08-04-2024,P00272,S0037,56,20,3,73
INV01370,11-06-2025,P00272,S0054,119,40,6,153
INV01371,13-05-2024,P00272,S0059,151,29,6,174
INV01372,01-03-2023,P00272,S0060,56,35,3,88
INV01373,04-05-2026,P00272,S0091,99,32,9,122
INV01374,19-04-2023,P00273,S0021,89,19,2,106
INV01375,05-01-2025,P00273,S0030,70,24,5,89
INV01376,14-01-2024,P00273,S0074,41,19,9,51
INV01377,26-01-2021,P00273,S0075,82,16,7,91
INV01378,01-02-2026,P00273,S0095,29,4,3,30
INV01379,13-09-2024,P00274,S0022,146,17,9,154
INV01380,13-04-2025,P00274,S0070,154,6,9,151
INV01381,18-04-2021,P00274,S0090,59,40,4,95
INV01382,19-01-2026,P00274,S0096,137,32,4,165
INV01383,08-03-2026,P00275,S0009,159,16,10,165
INV01384,15-08-2025,P00275,S0045,22,5,2,25
INV01385,16-05-2024,P00275,S0062,63,22,10,75
INV01386,15-08-2025,P00275,S0068,130,33,2,161
INV01387,15-05-2021,P00275,S0084,141,5,2,144
INV01388,06-08-2021,P00276,S0054,95,1,3,93
INV01389,03-07-2022,P00276,S0059,144,33,6,171
INV01390,07-10-2025,P00276,S0092,116,6,7,115
INV01391,27-06-2022,P00277,S0022,68,6,6,68
INV01392,01-06-2026,P00277,S0034,79,1,10,70
INV01393,14-07-2021,P00277,S0042,41,22,8,55
INV01394,14-09-2022,P00277,S0063,61,22,2,81
INV01395,30-06-2026,P00277,S0069,36,9,2,43
INV01396,08-10-2021,P00277,S0071,136,13,7,142
INV01397,04-05-2026,P00277,S0073,62,35,7,90
INV01398,27-03-2024,P00277,S0086,54,29,5,78
INV01399,22-09-2024,P00277,S0087,38,8,4,42
INV01400,10-06-2024,P00278,S0023,33,6,3,36
INV01401,22-12-2023,P00278,S0051,48,9,7,50
INV01402,06-05-2021,P00278,S0066,50,39,8,81
INV01403,27-09-2025,P00278,S0067,50,0,7,43
INV01404,30-05-2025,P00278,S0080,39,23,1,61
INV01405,22-05-2026,P00278,S0090,38,13,2,49
INV01406,16-01-2025,P00278,S0096,104,10,10,104
INV01407,12-11-2024,P00279,S0035,107,15,9,113
INV01408,21-03-2022,P00279,S0056,143,8,1,150
INV01409,07-01-2026,P00279,S0072,98,25,2,121
INV01410,24-04-2026,P00279,S0076,88,30,4,114
INV01411,24-03-2026,P00279,S0081,45,5,4,46
INV01412,29-06-2026,P00279,S0081,46,13,5,54
INV01413,02-05-2024,P00280,S0036,145,15,7,153
INV01414,28-03-2025,P00280,S0047,50,21,6,65
INV01415,13-06-2026,P00280,S0050,82,38,1,119
INV01416,22-09-2024,P00280,S0057,29,32,1,60
INV01417,26-06-2021,P00280,S0073,43,17,10,50
INV01418,14-07-2025,P00281,S0002,101,33,7,127
INV01419,29-04-2026,P00281,S0010,137,26,2,161
INV01420,08-01-2026,P00281,S0012,62,38,7,93
INV01421,15-12-2025,P00281,S0026,112,13,5,120
INV01422,25-11-2025,P00281,S0030,90,7,6,91
INV01423,16-01-2026,P00281,S0034,132,31,7,156
INV01424,28-07-2024,P00281,S0069,91,9,7,93
INV01425,16-10-2021,P00281,S0086,63,4,8,59
INV01426,13-11-2025,P00282,S0017,76,1,7,70
INV01427,11-12-2023,P00282,S0028,96,33,5,124
INV01428,09-02-2022,P00282,S0033,130,14,6,138
INV01429,28-05-2025,P00282,S0033,138,8,2,144
INV01430,17-06-2026,P00282,S0046,90,12,9,93
INV01431,25-06-2024,P00282,S0072,66,14,10,70
INV01432,26-12-2025,P00282,S0074,57,31,4,84
INV01433,09-07-2025,P00283,S0013,26,23,4,45
INV01434,25-07-2023,P00283,S0041,130,29,5,154
INV01435,22-11-2022,P00283,S0086,110,9,9,110
INV01436,19-04-2025,P00283,S0094,115,35,4,146
INV01437,31-05-2021,P00284,S0026,63,24,8,79
INV01438,27-03-2021,P00284,S0037,132,34,2,164
INV01439,25-12-2021,P00284,S0046,115,18,4,129
INV01440,16-10-2024,P00284,S0093,99,31,3,127
INV01441,23-03-2026,P00284,S0099,81,26,8,99
INV01442,16-03-2025,P00285,S0005,34,8,2,40
INV01443,08-05-2024,P00285,S0014,104,2,8,98
INV01444,21-09-2025,P00285,S0086,139,17,6,150
INV01445,31-01-2026,P00285,S0089,79,32,9,102
INV01446,15-05-2026,P00286,S0040,140,21,3,158
INV01447,26-12-2025,P00286,S0048,118,9,3,124
INV01448,09-05-2024,P00287,S0015,130,33,10,153
INV01449,17-09-2021,P00287,S0019,144,31,10,165
INV01450,23-05-2026,P00287,S0035,135,10,6,139
INV01451,10-08-2023,P00287,S0069,35,19,3,51
INV01452,01-07-2025,P00287,S0089,127,15,10,132
INV01453,12-11-2025,P00287,S0094,60,14,6,68
INV01454,15-02-2026,P00287,S0099,88,7,1,94
INV01455,21-06-2025,P00288,S0016,54,3,3,54
INV01456,19-01-2026,P00288,S0035,57,6,8,55
INV01457,22-02-2021,P00288,S0087,94,0,7,87
INV01458,20-01-2022,P00288,S0089,112,40,7,145
INV01459,09-10-2023,P00289,S0014,126,37,5,158
INV01460,29-05-2026,P00289,S0059,133,9,7,135
INV01461,20-06-2026,P00289,S0067,90,39,8,121
INV01462,06-11-2020,P00290,S0012,68,1,1,68
INV01463,31-12-2024,P00290,S0042,92,27,7,112
INV01464,18-06-2024,P00290,S0058,96,13,7,102
INV01465,18-06-2024,P00290,S0061,118,17,1,134
INV01466,09-03-2025,P00290,S0064,33,16,8,41
INV01467,05-10-2025,P00290,S0068,46,33,7,72
INV01468,26-07-2025,P00290,S0072,73,15,2,86
INV01469,23-02-2026,P00290,S0076,67,10,4,73
INV01470,21-05-2026,P00290,S0084,54,14,5,63
INV01471,23-12-2025,P00290,S0091,51,7,9,49
INV01472,06-04-2026,P00291,S0018,44,23,2,65
INV01473,08-09-2024,P00291,S0027,145,40,7,178
INV01474,31-03-2023,P00291,S0037,112,34,6,140
INV01475,06-01-2026,P00291,S0074,130,0,2,128
INV01476,25-09-2022,P00291,S0088,65,32,9,88
INV01477,15-01-2023,P00292,S0023,131,4,10,125
INV01478,20-05-2023,P00292,S0035,95,11,3,103
INV01479,14-09-2025,P00292,S0054,87,6,2,91
INV01480,20-09-2025,P00292,S0069,99,32,1,130
INV01481,16-06-2025,P00292,S0070,49,9,10,48
INV01482,21-06-2023,P00292,S0080,95,9,5,99
INV01483,07-10-2025,P00292,S0081,111,1,1,111
INV01484,11-06-2025,P00292,S0088,98,28,7,119
INV01485,30-10-2022,P00293,S0013,126,10,3,133
INV01486,29-01-2025,P00293,S0013,133,28,9,152
INV01487,21-06-2025,P00293,S0020,90,15,5,100
INV01488,25-11-2025,P00293,S0055,68,11,5,74
INV01489,16-11-2024,P00293,S0064,61,8,5,64
INV01490,31-12-2025,P00293,S0068,52,34,2,84
INV01491,24-05-2023,P00293,S0086,146,12,4,154
INV01492,11-09-2023,P00294,S0005,72,1,9,64
INV01493,14-05-2025,P00294,S0039,128,28,1,155
INV01494,08-01-2026,P00294,S0045,126,30,8,148
INV01495,26-06-2022,P00294,S0048,79,16,8,87
INV01496,30-06-2026,P00294,S0061,144,6,10,140
INV01497,24-03-2023,P00294,S0071,152,22,8,166
INV01498,18-12-2022,P00295,S0008,37,1,5,33
INV01499,01-08-2025,P00295,S0013,108,20,5,123
INV01500,11-12-2025,P00295,S0019,129,5,1,133
INV01501,22-06-2026,P00295,S0040,48,2,6,44
INV01502,28-10-2025,P00295,S0064,103,13,7,109
INV01503,14-07-2021,P00295,S0084,41,19,6,54
INV01504,13-04-2024,P00296,S0049,88,7,1,94
INV01505,08-02-2026,P00296,S0067,43,20,1,62
INV01506,07-06-2026,P00296,S0071,85,20,6,99
INV01507,04-08-2023,P00296,S0081,86,13,6,93
INV01508,28-10-2023,P00296,S0098,145,31,5,171
INV01509,22-03-2026,P00296,S0100,115,26,10,131
INV01510,21-06-2026,P00297,S0008,134,20,2,152
INV01511,15-06-2026,P00297,S0099,35,35,2,68
INV01512,22-07-2020,P00298,S0005,131,1,2,130
INV01513,05-06-2024,P00298,S0049,80,9,7,82
INV01514,08-08-2021,P00298,S0050,141,40,6,175
INV01515,22-03-2025,P00298,S0077,121,38,9,150
INV01516,13-09-2022,P00298,S0088,113,12,4,121
INV01517,06-06-2025,P00298,S0092,103,30,6,127
INV01518,02-01-2026,P00299,S0081,109,40,1,148
INV01519,18-08-2025,P00299,S0097,111,5,7,109
INV01520,16-01-2023,P00300,S0007,54,7,2,59
INV01521,20-01-2026,P00300,S0061,35,16,4,47
INV01522,03-03-2022,P00300,S0071,41,13,9,45
INV01523,02-04-2022,P00300,S0094,94,12,3,103
INV01524,11-02-2023,P00301,S0016,104,29,6,127
INV01525,22-03-2026,P00301,S0025,131,26,8,149
INV01526,27-04-2025,P00301,S0075,115,31,5,141
INV01527,30-11-2020,P00302,S0022,122,6,1,127
INV01528,17-06-2025,P00302,S0055,81,36,8,109
INV01529,03-04-2025,P00302,S0093,122,1,7,116
INV01530,12-10-2025,P00302,S0094,114,30,9,135
INV01531,14-06-2026,P00303,S0026,145,30,6,169
INV01532,07-05-2023,P00303,S0034,30,39,7,62
INV01533,28-07-2025,P00303,S0042,113,28,9,132
INV01534,13-02-2020,P00303,S0067,24,9,4,29
INV01535,25-06-2023,P00303,S0076,128,0,5,123
INV01536,04-11-2024,P00303,S0086,118,7,1,124
INV01537,22-09-2022,P00303,S0089,33,18,3,48
INV01538,09-02-2022,P00304,S0013,88,23,9,102
INV01539,20-08-2024,P00304,S0023,116,26,3,139
INV01540,28-07-2025,P00304,S0027,32,27,8,51
INV01541,28-04-2026,P00304,S0075,33,16,4,45
INV01542,01-07-2025,P00304,S0080,32,27,9,50
INV01543,28-06-2026,P00304,S0086,60,2,1,61
INV01544,04-08-2022,P00304,S0092,38,9,1,46
INV01545,02-04-2025,P00305,S0010,109,24,9,124
INV01546,20-11-2025,P00305,S0033,114,4,2,116
INV01547,01-07-2023,P00305,S0035,43,39,2,80
INV01548,08-09-2023,P00305,S0052,117,25,6,136
INV01549,30-06-2024,P00305,S0094,134,21,1,154
INV01550,27-03-2025,P00306,S0024,28,29,8,49
INV01551,10-10-2025,P00306,S0025,67,11,2,76
INV01552,23-01-2026,P00306,S0075,107,39,10,136
INV01553,22-07-2021,P00306,S0086,109,10,3,116
INV01554,14-04-2024,P00306,S0098,107,3,10,100
INV01555,29-06-2022,P00307,S0033,153,35,6,182
INV01556,09-05-2021,P00307,S0076,151,2,8,145
INV01557,06-01-2026,P00308,S0013,37,23,7,53
INV01558,14-07-2024,P00308,S0026,80,1,7,74
INV01559,06-09-2023,P00308,S0070,47,31,2,76
INV01560,28-10-2025,P00308,S0084,111,37,10,138
INV01561,17-03-2022,P00309,S0003,56,18,2,72
INV01562,13-05-2020,P00309,S0008,80,12,1,91
INV01563,03-05-2026,P00309,S0010,58,24,9,73
INV01564,07-08-2024,P00309,S0011,128,22,3,147
INV01565,08-02-2022,P00309,S0056,53,7,10,50
INV01566,21-09-2025,P00309,S0060,103,4,4,103
INV01567,11-09-2025,P00309,S0074,63,34,3,94
INV01568,26-03-2025,P00310,S0001,120,8,6,122
INV01569,08-12-2025,P00310,S0006,145,6,1,150
INV01570,09-06-2026,P00310,S0010,119,28,4,143
INV01571,11-06-2026,P00310,S0070,46,13,10,49
INV01572,19-05-2026,P00310,S0076,49,1,4,46
INV01573,01-04-2024,P00310,S0083,82,38,4,116
INV01574,22-03-2026,P00311,S0010,121,31,2,150
INV01575,15-06-2023,P00311,S0015,90,11,8,93
INV01576,04-03-2023,P00311,S0024,40,40,4,76
INV01577,13-07-2023,P00311,S0032,147,16,5,158
INV01578,27-10-2022,P00311,S0085,150,8,2,156
INV01579,04-11-2023,P00311,S0093,129,7,10,126
INV01580,23-06-2021,P00312,S0044,29,36,4,61
INV01581,20-04-2026,P00312,S0083,48,36,3,81
INV01582,09-01-2024,P00312,S0093,105,31,1,135
INV01583,23-06-2026,P00312,S0100,38,11,5,44
INV01584,14-06-2025,P00313,S0003,42,25,10,57
INV01585,06-03-2024,P00313,S0028,36,24,7,53
INV01586,13-05-2021,P00313,S0045,54,23,3,74
INV01587,09-10-2024,P00313,S0046,150,3,8,145
INV01588,05-11-2022,P00313,S0070,40,31,2,69
INV01589,30-08-2024,P00313,S0073,141,2,10,133
INV01590,12-05-2022,P00314,S0005,33,35,6,62
INV01591,27-06-2021,P00314,S0007,45,16,5,56
INV01592,05-03-2025,P00314,S0041,131,29,2,158
INV01593,15-01-2025,P00314,S0100,31,20,10,41
INV01594,30-06-2026,P00315,S0004,140,19,6,153
INV01595,17-05-2025,P00315,S0009,31,40,4,67
INV01596,23-05-2020,P00315,S0018,104,6,3,107
INV01597,20-03-2024,P00315,S0018,107,40,2,145
INV01598,26-11-2024,P00315,S0031,80,22,5,97
INV01599,30-08-2025,P00315,S0072,140,20,8,152
INV01600,30-06-2026,P00315,S0072,152,31,10,173
INV01601,10-11-2022,P00316,S0011,60,21,10,71
INV01602,23-03-2026,P00316,S0023,110,2,10,102
INV01603,23-03-2024,P00316,S0034,77,5,8,74
INV01604,15-06-2026,P00316,S0055,70,37,10,97
INV01605,27-03-2025,P00316,S0057,88,15,9,94
INV01606,01-05-2026,P00316,S0061,40,5,6,39
INV01607,27-01-2025,P00316,S0090,51,0,10,41
INV01608,18-04-2021,P00316,S0096,34,21,6,49
INV01609,29-04-2026,P00317,S0033,139,25,10,154
INV01610,15-03-2024,P00317,S0049,102,31,3,130
INV01611,03-06-2025,P00317,S0070,48,14,9,53
INV01612,24-12-2025,P00317,S0078,119,7,3,123
INV01613,04-02-2026,P00318,S0008,134,1,1,134
INV01614,19-06-2026,P00318,S0021,82,37,3,116
INV01615,19-01-2026,P00318,S0074,111,16,4,123
INV01616,21-01-2025,P00318,S0080,70,31,2,99
INV01617,14-06-2023,P00318,S0081,122,6,6,122
INV01618,24-09-2023,P00319,S0013,132,14,5,141
INV01619,21-05-2026,P00319,S0037,140,1,7,134
INV01620,09-04-2021,P00319,S0039,114,5,3,116
INV01621,12-12-2025,P00319,S0047,28,35,5,58
INV01622,14-01-2026,P00319,S0056,105,2,5,102
INV01623,21-04-2025,P00319,S0088,121,30,8,143
INV01624,18-12-2024,P00320,S0006,28,20,1,47
INV01625,30-12-2025,P00320,S0011,123,19,9,133
INV01626,23-12-2021,P00320,S0016,109,23,8,124
INV01627,10-05-2020,P00320,S0038,117,12,8,121
INV01628,22-04-2022,P00320,S0054,153,21,9,165
INV01629,14-02-2022,P00320,S0063,33,40,3,70
INV01630,10-11-2025,P00320,S0077,35,1,4,32
INV01631,17-03-2024,P00320,S0079,155,32,7,180
INV01632,24-12-2021,P00320,S0080,32,25,2,55
INV01633,13-02-2024,P00321,S0002,109,0,10,99
INV01634,13-03-2026,P00321,S0027,156,21,8,169
INV01635,07-01-2021,P00321,S0044,52,38,6,84
INV01636,08-05-2024,P00321,S0045,87,40,7,120
INV01637,07-02-2026,P00321,S0048,37,17,2,52
INV01638,24-04-2025,P00321,S0050,156,40,6,190
INV01639,18-05-2024,P00321,S0076,64,8,4,68
INV01640,22-06-2025,P00321,S0097,62,38,5,95
INV01641,14-11-2024,P00322,S0016,91,35,10,116
INV01642,16-05-2026,P00322,S0037,117,31,7,141
INV01643,14-10-2024,P00322,S0049,69,24,6,87
INV01644,24-03-2026,P00322,S0090,76,36,6,106
INV01645,30-03-2021,P00323,S0025,148,30,1,177
INV01646,27-11-2025,P00323,S0030,128,19,6,141
INV01647,09-10-2022,P00323,S0031,59,35,1,93
INV01648,21-02-2026,P00323,S0059,38,0,7,31
INV01649,21-10-2024,P00323,S0063,51,32,10,73
INV01650,12-11-2025,P00324,S0021,107,6,6,107
INV01651,25-02-2023,P00324,S0032,30,32,6,56
INV01652,07-03-2025,P00324,S0046,35,21,1,55
INV01653,03-07-2023,P00324,S0066,148,32,9,171
INV01654,07-11-2022,P00324,S0078,147,40,4,183
INV01655,01-06-2026,P00324,S0088,28,36,1,63
INV01656,20-10-2024,P00324,S0098,82,21,10,93
INV01657,03-05-2025,P00325,S0001,81,35,6,110
INV01658,14-09-2024,P00325,S0060,154,13,7,160
INV01659,19-11-2023,P00325,S0074,36,20,10,46
INV01660,21-08-2021,P00325,S0097,154,27,5,176
INV01661,27-03-2026,P00325,S0098,64,11,5,70
INV01662,06-07-2021,P00325,S0099,45,18,8,55
INV01663,07-10-2022,P00326,S0006,45,40,4,81
INV01664,14-01-2022,P00326,S0011,126,16,6,136
INV01665,31-01-2021,P00326,S0097,84,29,1,112
INV01666,08-06-2021,P00327,S0002,81,1,1,81
INV01667,02-04-2026,P00327,S0005,122,17,5,134
INV01668,14-08-2025,P00327,S0036,145,5,3,147
INV01669,24-05-2023,P00327,S0044,86,1,8,79
INV01670,20-07-2023,P00327,S0056,148,35,5,178
INV01671,01-10-2023,P00327,S0066,114,5,6,113
INV01672,01-05-2020,P00328,S0011,109,27,3,133
INV01673,15-03-2023,P00328,S0012,136,31,1,166
INV01674,10-02-2026,P00328,S0032,28,5,4,29
INV01675,23-10-2025,P00328,S0044,101,36,5,132
INV01676,16-09-2023,P00328,S0048,105,2,9,98
INV01677,20-05-2024,P00328,S0095,96,0,3,93
INV01678,06-03-2023,P00329,S0010,24,4,1,27
INV01679,29-04-2025,P00329,S0026,80,17,1,96
INV01680,04-09-2023,P00329,S0036,47,37,6,78
INV01681,31-07-2024,P00329,S0038,114,15,5,124
INV01682,27-09-2024,P00329,S0091,113,19,4,128
INV01683,21-06-2026,P00329,S0099,153,29,7,175
INV01684,17-01-2026,P00330,S0035,47,25,9,63
INV01685,10-01-2025,P00330,S0100,106,17,5,118
INV05007,15-06-2026,P00331,S0066,123,28,0,151
INV01686,23-05-2020,P00332,S0038,71,11,6,76
INV01687,05-12-2025,P00332,S0064,51,11,7,55
INV01688,08-09-2025,P00332,S0065,81,12,1,92
INV01689,18-12-2025,P00332,S0097,56,7,4,59
INV01690,23-10-2022,P00332,S0099,60,9,10,59
INV01691,16-03-2026,P00333,S0002,75,4,7,72
INV01692,20-10-2024,P00333,S0003,97,23,7,113
INV01693,29-10-2025,P00333,S0007,133,25,5,153
INV01694,10-02-2024,P00333,S0068,59,9,5,63
INV01695,31-12-2024,P00333,S0068,63,3,8,58
INV01696,26-06-2025,P00334,S0002,155,13,6,162
INV01697,17-04-2021,P00334,S0025,123,6,1,128
INV01698,17-08-2023,P00334,S0048,25,18,3,40
INV01699,09-06-2026,P00334,S0050,92,31,4,119
INV01700,06-12-2021,P00334,S0065,86,28,2,112
INV01701,25-01-2026,P00334,S0067,65,26,6,85
INV01702,04-06-2025,P00334,S0068,137,25,6,156
INV01703,24-03-2026,P00334,S0069,84,29,4,109
INV01704,06-10-2023,P00334,S0077,111,8,6,113
INV01705,08-02-2024,P00334,S0086,107,26,9,124
INV01706,10-02-2022,P00335,S0019,121,20,9,132
INV01707,20-06-2026,P00335,S0023,96,3,8,91
INV01708,07-11-2025,P00335,S0051,117,10,7,120
INV01709,02-07-2024,P00335,S0062,114,5,7,112
INV01710,08-06-2021,P00335,S0089,96,31,5,122
INV01711,01-07-2023,P00336,S0001,95,9,6,98
INV01712,26-03-2024,P00336,S0042,138,21,7,152
INV01713,06-02-2021,P00336,S0060,33,32,2,63
INV01714,11-04-2025,P00336,S0061,61,5,6,60
INV01715,25-04-2023,P00336,S0088,48,9,2,55
INV01716,26-04-2023,P00337,S0021,154,35,6,183
INV01717,25-02-2026,P00337,S0023,154,40,6,188
INV01718,30-01-2026,P00337,S0048,78,32,7,103
INV01719,29-03-2026,P00337,S0072,135,23,9,149
INV01720,22-10-2025,P00337,S0084,81,39,5,115
INV01721,30-05-2026,P00338,S0015,149,3,3,149
INV01722,29-04-2024,P00338,S0019,59,7,4,62
INV01723,11-04-2023,P00338,S0029,119,37,1,155
INV01724,20-05-2025,P00338,S0033,41,17,10,48
INV01725,01-03-2024,P00338,S0041,31,24,7,48
INV01726,10-04-2026,P00338,S0046,137,18,2,153
INV01727,01-03-2024,P00338,S0052,140,3,9,134
INV01728,20-09-2025,P00339,S0026,117,0,7,110
INV01729,03-10-2024,P00339,S0040,42,11,4,49
INV01730,10-12-2023,P00339,S0071,75,25,10,90
INV01731,11-10-2024,P00339,S0075,154,39,6,187
INV01732,04-01-2023,P00339,S0078,111,19,2,128
INV01733,26-10-2025,P00339,S0086,98,40,5,133
INV01734,28-06-2023,P00339,S0090,149,6,4,151
INV01735,19-07-2022,P00339,S0099,97,8,3,102
INV01736,08-04-2023,P00340,S0012,79,23,7,95
INV01737,11-04-2020,P00340,S0029,108,25,10,123
INV01738,30-11-2022,P00340,S0031,52,6,2,56
INV01739,20-02-2026,P00340,S0043,73,10,1,82
INV01740,03-10-2025,P00340,S0049,65,8,1,72
INV01741,17-04-2025,P00340,S0058,87,38,1,124
INV01742,14-09-2025,P00340,S0059,94,38,1,131
INV01743,06-01-2020,P00340,S0078,151,15,10,156
INV01744,12-04-2022,P00341,S0005,93,17,4,106
INV01745,19-01-2026,P00341,S0031,83,2,3,82
INV01746,22-06-2025,P00341,S0036,54,5,5,54
INV01747,29-05-2025,P00341,S0044,64,17,7,74
INV01748,09-06-2026,P00341,S0053,92,15,8,99
INV01749,14-08-2024,P00341,S0061,78,39,9,108
INV01750,03-04-2026,P00341,S0076,118,38,8,148
INV01751,22-11-2022,P00341,S0078,84,14,2,96
INV01752,27-03-2026,P00341,S0088,88,18,10,96
INV01753,27-05-2025,P00341,S0090,122,15,2,135
INV01754,23-02-2025,P00341,S0099,75,15,10,80
INV01755,28-01-2026,P00342,S0013,79,21,6,94
INV01756,26-12-2021,P00342,S0015,104,21,3,122
INV01757,01-06-2024,P00342,S0052,38,14,10,42
INV01758,27-07-2023,P00342,S0072,92,32,10,114
INV01759,28-02-2023,P00343,S0007,126,11,1,136
INV01760,03-02-2024,P00343,S0018,135,2,1,136
INV01761,08-08-2021,P00343,S0028,52,8,3,57
INV01762,29-05-2024,P00343,S0088,129,21,7,143
INV01763,05-02-2024,P00343,S0091,156,39,10,185
INV01764,17-03-2026,P00344,S0041,53,13,2,64
INV01765,02-04-2020,P00344,S0051,58,35,2,91
INV01766,24-05-2026,P00344,S0092,109,11,4,116
INV01767,18-04-2025,P00344,S0099,141,23,3,161
INV01768,07-03-2021,P00345,S0011,60,9,6,63
INV01769,27-04-2026,P00345,S0028,69,9,6,72
INV01770,19-03-2023,P00345,S0052,112,29,6,135
INV01771,19-11-2022,P00345,S0060,89,39,9,119
INV01772,18-01-2026,P00345,S0077,69,1,3,67
INV01773,05-02-2022,P00346,S0028,143,35,7,171
INV01774,02-09-2025,P00346,S0030,96,24,9,111
INV01775,20-04-2026,P00346,S0062,118,15,2,131
INV01776,12-06-2023,P00346,S0089,41,29,2,68
INV01777,13-01-2026,P00346,S0093,151,9,7,153
INV01778,07-04-2021,P00346,S0095,105,15,3,117
INV01779,26-08-2021,P00347,S0012,87,39,7,119
INV01780,20-12-2022,P00347,S0036,75,20,1,94
INV01781,05-03-2024,P00347,S0051,75,6,1,80
INV01782,29-07-2025,P00347,S0070,96,10,4,102
INV01783,09-11-2025,P00347,S0095,52,4,4,52
INV01784,09-12-2025,P00348,S0005,96,39,5,130
INV01785,05-11-2023,P00348,S0011,92,12,5,99
INV01786,16-02-2026,P00348,S0087,77,37,5,109
INV01787,01-07-2025,P00349,S0004,105,19,10,114
INV01788,24-05-2026,P00349,S0009,60,31,5,86
INV01789,27-11-2025,P00349,S0020,112,13,9,116
INV01790,15-05-2026,P00349,S0038,94,1,1,94
INV01791,09-11-2025,P00349,S0043,113,27,8,132
INV01792,02-04-2025,P00349,S0047,59,16,9,66
